SCHOOL NO.,ENGLISH CATEGORY,ENGLISH NAME,ENGLISH ADDRESS,LONGITUDE,LATITUDE,EASTING,NORTHING,STUDENTS GENDER,SESSION,DISTRICT,FINANCE TYPE,SCHOOL LEVEL,TELEPHONE,FAX NUMBER,WEBSITE,RELIGION
569828000111,Kindergarten-cum-child Care Centres,KORNHILL VICTORIA KINDERGARTEN,PORTION OF 2/F 18 HONG ON STREET KORNHILL QUARRY BAY HONG KONG (INCLUDING SHARE USE AREA WITH CHILD CARE CENTRE),114.21650922,22.28349946,840352.6,816069.1,CO-ED,A.M.,EASTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,28851888,25609353,http://www.victoria.edu.hk,NOT APPLICABLE
566071000113,Kindergarten-cum-child Care Centres,CREATIVE DAY NURSERY (SCENEWAY),1/F SCENEWAY GARDEN SIN FAT ROAD LAM TIN KOWLOON,114.23343047,22.30594907,842095.5,818555.6,CO-ED,WHOLE DAY,KWUN TONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27178811,27179048,http://www.creative.edu.hk,PROTESTANTISM / CHRISTIANITY
566110000113,Kindergarten-cum-child Care Centres,YEW CHUNG INTERNATIONAL CHILDREN'S HOUSE (WATERLOO ROAD),G/F 151-153 WATERLOO ROAD KOWLOON TONG KOWLOON,114.17875661,22.33881855,836461.9,822194.3,CO-ED,WHOLE DAY,KOWLOON CITY,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23374240,23046607,http://www.ycis-hk.com,PROTESTANTISM / CHRISTIANITY
566284000113,Kindergarten-cum-child Care Centres,WISELY NURSERY,G/F & 1/F 129-133 CAINE ROAD CENTRAL HONG KONG,114.15001908,22.28295032,833500.4,816008.0,CO-ED,WHOLE DAY,CENTRAL AND WESTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,25462022,28579540,http://www.wisely.edu.hk,PROTESTANTISM / CHRISTIANITY
566071000112,Kindergarten-cum-child Care Centres,CREATIVE DAY NURSERY (SCENEWAY),1/F SCENEWAY GARDEN SIN FAT ROAD LAM TIN KOWLOON,114.23344017,22.30593914,842096.5,818554.5,CO-ED,P.M.,KWUN TONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27178811,27179048,http://www.creative.edu.hk,PROTESTANTISM / CHRISTIANITY
566071000111,Kindergarten-cum-child Care Centres,CREATIVE DAY NURSERY (SCENEWAY),1/F SCENEWAY GARDEN SIN FAT ROAD LAM TIN KOWLOON,114.23345957,22.30591655,842098.5,818552.0,CO-ED,A.M.,KWUN TONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27178811,27179048,http://www.creative.edu.hk,PROTESTANTISM / CHRISTIANITY
574708000113,Kindergarten-cum-child Care Centres,VICTORIA (HARBOUR GREEN) KINDERGARTEN,G/F KINDERGARTEN HARBOUR GREEN 8 SHAM MONG ROAD KOWLOON,114.15927907,22.32190965,834455.2,820322.0,CO-ED,WHOLE DAY,YAU TSIM MONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,28851928,35161313,N.A.,NOT APPLICABLE
569828000113,Kindergarten-cum-child Care Centres,KORNHILL VICTORIA KINDERGARTEN,PORTION OF 2/F 18 HONG ON STREET KORNHILL QUARRY BAY HONG KONG (INCLUDING SHARE USE AREA WITH CHILD CARE CENTRE),114.21651989,22.28349675,840353.7,816068.8,CO-ED,WHOLE DAY,EASTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,28851888,25609353,http://www.victoria.edu.hk,NOT APPLICABLE
582417000111,Kindergarten-cum-child Care Centres,ANCHORS KINDERGARTEN (FANLING),1A & 1B 1/F & 2/F WING FAI CENTRE 2-10 LUEN CHIT STREET FANLING NEW TERRITORIES,114.14218871,22.50117087,832699.0,840173.0,CO-ED,A.M.,NORTH,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26762199,26769967,http://www.anchors.edu.hk,PROTESTANTISM / CHRISTIANITY
590673000111,Kindergarten-cum-child Care Centres,WITTY KINDERGARTEN,UPPER GROUND FLOOR JOYFUL BUILDING 16-18 BELCHER'S STREET HONG KONG,114.13117082,22.2837947,831558.0,816102.0,CO-ED,A.M.,CENTRAL AND WESTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,28178132,28178098,http://www.witty.edu.hk,NOT APPLICABLE
582417000112,Kindergarten-cum-child Care Centres,ANCHORS KINDERGARTEN (FANLING),1A & 1B 1/F & 2/F WING FAI CENTRE 2-10 LUEN CHIT STREET FANLING NEW TERRITORIES,114.14216927,22.50117087,832697.0,840173.0,CO-ED,P.M.,NORTH,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26762199,26769967,http://www.anchors.edu.hk,PROTESTANTISM / CHRISTIANITY
598623000113,Kindergarten-cum-child Care Centres,AGNES WISE KINDERGARTEN,G/F & 1/F KINDERGARTEN UPTOWN 600 CASTLE PEAK ROAD HUNG SHUI KIU YUEN LONG NEW TERRITORIES,114.00031286,22.4352192,818092.0,832880.0,CO-ED,WHOLE DAY,YUEN LONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,35202342,35202344,N.A.,NOT APPLICABLE
582417000113,Kindergarten-cum-child Care Centres,ANCHORS KINDERGARTEN (FANLING),1A & 1B 1/F & 2/F WING FAI CENTRE 2-10 LUEN CHIT STREET FANLING NEW TERRITORIES,114.14222758,22.50117991,832703.0,840174.0,CO-ED,WHOLE DAY,NORTH,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26762199,26769967,http://www.anchors.edu.hk,PROTESTANTISM / CHRISTIANITY
569828000112,Kindergarten-cum-child Care Centres,KORNHILL VICTORIA KINDERGARTEN,PORTION OF 2/F 18 HONG ON STREET KORNHILL QUARRY BAY HONG KONG (INCLUDING SHARE USE AREA WITH CHILD CARE CENTRE),114.2165131,22.28349585,840353.0,816068.7,CO-ED,P.M.,EASTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,28851888,25609353,http://www.victoria.edu.hk,NOT APPLICABLE
598623000111,Kindergarten-cum-child Care Centres,AGNES WISE KINDERGARTEN,G/F & 1/F KINDERGARTEN UPTOWN 600 CASTLE PEAK ROAD HUNG SHUI KIU YUEN LONG NEW TERRITORIES,114.00032259,22.43520115,818093.0,832878.0,CO-ED,A.M.,YUEN LONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,35202342,35202344,http://www.agneskg.edu.hk,NOT APPLICABLE
325961000212,Kindergarten-cum-child Care Centres,RIGHTMIND KINDERGARTEN,PORTION OF KINDERGARTEN PREMISES UPPER GROUND FLOOR TOWERS 26 - 28 SOUTH HORIZONS PHASE 4 AP LEI CHAU HONG KONG,114.15001699,22.24294632,833499.4,811578.2,CO-ED,P.M.,SOUTHERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,28756501,28750454,http://www.rmkg.org,NOT APPLICABLE
231363000112,Kindergarten-cum-child Care Centres,BEVERLY ANGLO-CHINESE KINDERGARTEN,"G/F (PORTION) & LG/F (PORTION), BLOCK 5 HONG SING GARDEN TSEUNG KWAN O SAI KUNG NEW TERRITORIES (INCLUDING CHILD CARE CENTRE)",114.25378474,22.31994173,844186.7,820095.8,CO-ED,P.M.,SAI KUNG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27027728,27021019,http://www.deborah.edu.hk,NOT APPLICABLE
231363000113,Kindergarten-cum-child Care Centres,BEVERLY ANGLO-CHINESE KINDERGARTEN,"G/F (PORTION) & LG/F (PORTION), BLOCK 5 HONG SING GARDEN TSEUNG KWAN O SAI KUNG NEW TERRITORIES (INCLUDING CHILD CARE CENTRE)",114.25378474,22.31994173,844187.3,820096.3,CO-ED,WHOLE DAY,SAI KUNG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27027728,27021019,http://www.deborah.edu.hk,NOT APPLICABLE
231363000111,Kindergarten-cum-child Care Centres,BEVERLY ANGLO-CHINESE KINDERGARTEN,"G/F (PORTION) & LG/F (PORTION), BLOCK 5 HONG SING GARDEN TSEUNG KWAN O SAI KUNG NEW TERRITORIES (INCLUDING CHILD CARE CENTRE)",114.25378474,22.31994173,844186.7,820095.2,CO-ED,A.M.,SAI KUNG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27027728,27021019,http://www.deborah.edu.hk,NOT APPLICABLE
564397000113,Kindergarten-cum-child Care Centres,LOK FU RHENISH NURSERY,G/F WANG CHO HOUSE WANG TAU HOM ESTATE KOWLOON,114.18614017,22.34143535,837222.5,822484.1,CO-ED,WHOLE DAY,WONG TAI SIN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23380538,27943506,http://lfkg.ppe.rhenish.org,PROTESTANTISM / CHRISTIANITY
564800000113,Kindergarten-cum-child Care Centres,ELCHK HING WAH NURSERY SCHOOL,G/F MAY WAH HOUSE HING WAH 1 ESTATE CHAI WAN HONG KONG,114.23553,22.26257963,842313.7,813753.2,CO-ED,WHOLE DAY,EASTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24215859,28975557,http://hwns.elchk.org.hk,PROTESTANTISM / CHRISTIANITY
564648000113,Kindergarten-cum-child Care Centres,CHIU YANG KINDERGARTEN,ROOM A 2/F 38 DES VOEUX ROAD WEST SHEUNG WAN HONG KONG,114.14740117,22.28718614,833230.7,816477.1,CO-ED,WHOLE DAY,CENTRAL AND WESTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,25436796,25456261,http://www.cyk.edu.hk,NOT APPLICABLE
325040000111,Kindergarten-cum-child Care Centres,MAY NGA KINDERGARTEN,"G/F., 148 &148A PAU CHUNG STREET & 1/F., 146-150 PAU CHUNG STREET, TO KWA WAN, KOWLOON",114.18991644,22.32126077,837611.7,820250.1,CO-ED,A.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27112631,27134258,http://www.maynga.edu.hk,NOT APPLICABLE
531898000112,Kindergarten-cum-child Care Centres,CANNAN KINDERGARTEN (CHARMING GARDEN),G/F - 1/F KINDERGARTEN BLOCK 12 CHARMING GARDEN 8 HOI TING ROAD MONGKOK KOWLOON (INCLUDING CHILD CARE CENTRE),114.16509182,22.31329499,835062.4,819372.7,CO-ED,P.M.,YAU TSIM MONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,21756202,21756780,http://www.cannan.edu.hk,NOT APPLICABLE
563960000113,Kindergarten-cum-child Care Centres,PO LEUNG KUK YAU OI KINDERGARTEN,G/F BLOCK 6 OI LAI HOUSE YAU OI ESTATE TUEN MUN NEW TERRITORIES,113.97171481,22.38701728,815140.7,827546.0,CO-ED,WHOLE DAY,TUEN MUN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24514336,26131977,http://www.poleungkuk.org.hk,NOT APPLICABLE
325040000112,Kindergarten-cum-child Care Centres,MAY NGA KINDERGARTEN,"G/F., 148 &148A PAU CHUNG STREET & 1/F., 146-150 PAU CHUNG STREET, TO KWA WAN, KOWLOON",114.1899213,22.32127974,837612.2,820252.2,CO-ED,P.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27112631,27134258,http://www.maynga.edu.hk,NOT APPLICABLE
563420000113,Kindergarten-cum-child Care Centres,YAN CHAI HOSPITAL NINA LAM KINDERGARTEN,G/F YAN CHAI HOSPITAL 24TH TERM BOARD OF DIRECTORS SOCIAL SERVICES CENTRE 6 TIN HO ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES,114.0009026,22.45054207,818154.7,834576.7,CO-ED,WHOLE DAY,YUEN LONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24452110,26174166,http://www.ychnlkg.edu.hk,NOT APPLICABLE
563226000113,Kindergarten-cum-child Care Centres,CECES ORGANIZED AETNA PRESCHOOL,G/F ANNEX BLOCK TIN SHING SHOPPING CENTRE TIN SHING COURT TIN SHUI WAI NEW TERRITORIES,114.00286998,22.44892143,818339.1,834426.8,CO-ED,WHOLE DAY,YUEN LONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,22542442,22542234,http://www.ceces-aetna.edu.hk,NOT APPLICABLE
325040000113,Kindergarten-cum-child Care Centres,MAY NGA KINDERGARTEN,"G/F., 148 &148A PAU CHUNG STREET & 1/F., 146-150 PAU CHUNG STREET, TO KWA WAN, KOWLOON",114.18993198,22.32127974,837613.3,820252.2,CO-ED,WHOLE DAY,KOWLOON CITY,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27112631,27134258,http://www.maynga.edu.hk,NOT APPLICABLE
564761000111,Kindergarten-cum-child Care Centres,TIVOLI KINDERGARTEN,SHOP 21-25 1/F TSING YI SQUARE TSING YI GARDEN TSING YI NEW TERRITORIES,114.10564506,22.35405373,828931.1,823883.1,CO-ED,A.M.,KWAI TSING,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24322223,24361820,http://www.kindergarten.edu.hk,NOT APPLICABLE
563536000113,Kindergarten-cum-child Care Centres,TWGHS CHAN HAN NURSERY SCHOOL,UNIT 2 G/F SAU FU HOUSE SAU MAU PING (I) ESTATE KOWLOON,114.23227013,22.31675188,841975.5,819751.8,CO-ED,WHOLE DAY,KWUN TONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23405982,27723599,http://www.tungwahcsd.org,NOT APPLICABLE
564311000111,Kindergarten-cum-child Care Centres,CATILINE KINDERGARTEN,G/F BLOCK 32 CITY ONE SHATIN NEW TERRITORIES,114.20523603,22.38575143,839188.7,827391.7,CO-ED,A.M.,SHA TIN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26473678,26476047,http://www.catiline.edu.hk,NOT APPLICABLE
564176000113,Kindergarten-cum-child Care Centres,TWGHS KWAN FONG NURSERY SCHOOL,UNIT 120-129 G/F FU YUEN HOUSE CHUK YUEN (SOUTH) ESTATE WONG TAI SIN KOWLOON,114.18977006,22.34428967,837596.4,822800.2,CO-ED,WHOLE DAY,WONG TAI SIN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23516718,23226164,http://www.tungwahcsd.org,NOT APPLICABLE
563935000113,Kindergarten-cum-child Care Centres,PO LEUNG KUK LEE SIU CHAN KINDERGARTEN,5/F SHUN LEE ESTATE COMMUNITY CENTRE SHUN LEE ESTATE KWUN TONG KOWLOON,114.22723234,22.33160703,841455.9,821396.6,CO-ED,WHOLE DAY,KWUN TONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23439038,29509498,http://www.poleungkuk.org.hk,NOT APPLICABLE
563366000113,Kindergarten-cum-child Care Centres,YAN CHAI HOSPITAL YAU OI KINDERGARTEN,G/F OI FAI HOUSE YAU OI ESTATE TUEN MUN NEW TERRITORIES,113.97345532,22.38810223,815320.1,827665.9,CO-ED,WHOLE DAY,TUEN MUN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24502143,24411643,http://www.ychyo.org.hk,NOT APPLICABLE
563285000113,Kindergarten-cum-child Care Centres,KA FUK BAPTIST CHURCH PRE-SCHOOL,G/F FUK LOK HOUSE KA FUK ESTATE FANLING NEW TERRITORIES,114.13439905,22.49229875,831897.2,839190.7,CO-ED,WHOLE DAY,NORTH,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26771696,26773280,http://www.kafuk.net,PROTESTANTISM / CHRISTIANITY
563862000113,Kindergarten-cum-child Care Centres,EMMANUEL CHURCH SHATIN NURSERY SCHOOL,G/F CYPRESS HOUSE KWONG YUEN ESTATE SHATIN NEW TERRITORIES,114.21430974,22.3827081,840123.2,827054.9,CO-ED,WHOLE DAY,SHA TIN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26350536,26374636,http://www.ecsdn.edu.hk,PROTESTANTISM / CHRISTIANITY
564630000113,Kindergarten-cum-child Care Centres,LAI KING RHENISH NURSERY,1/F BLOCK 5 YEUNG KING HOUSE LAI KING ESTATE KWAI CHUNG NEW TERRITORIES,114.12611366,22.34742127,831039.2,823147.8,CO-ED,WHOLE DAY,KWAI TSING,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27421714,23108376,http://lkc.wd.rhenish.org,PROTESTANTISM / CHRISTIANITY
564826000113,Kindergarten-cum-child Care Centres,ELCHK CHUNG ON NURSERY SCHOOL,WING A & B G/F KAM LAN HOUSE KAM FUNG COURT MA ON SHAN NEW TERRITORIES,114.22587951,22.42115779,841313.3,831313.0,CO-ED,WHOLE DAY,SHA TIN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23935674,21443710,http://cons.elchk.org.hk,PROTESTANTISM / CHRISTIANITY
563811000113,Kindergarten-cum-child Care Centres,PO LEUNG KUK WONG SIU CHING KINDERGARTEN,5/F CHOI WAN ESTATE COMMUNITY CENTRE CHOI WAN ESTATE WONG TAI SIN KOWLOON,114.21387275,22.3349068,840079.5,821761.6,CO-ED,WHOLE DAY,WONG TAI SIN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27553438,27070292,http://www.poleungkuk.org.hk,NOT APPLICABLE
563544000113,Kindergarten-cum-child Care Centres,TWGHS HUNG WONG KAR GEE NURSERY SCHOOL,104-108 & 113-115 G/F CHEUNG WO HOUSE CHEUNG WAH ESTATE FANLING NEW TERRITORIES,114.141297,22.49178298,832607.0,839133.4,CO-ED,WHOLE DAY,NORTH,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26761308,26762772,http://www.tungwah.org.hk,NOT APPLICABLE
564311000112,Kindergarten-cum-child Care Centres,CATILINE KINDERGARTEN,G/F BLOCK 32 CITY ONE SHATIN NEW TERRITORIES,114.20524283,22.38577581,839189.4,827394.4,CO-ED,P.M.,SHA TIN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26473678,26476047,http://www.catiline.edu.hk,NOT APPLICABLE
565679000111,Kindergarten-cum-child Care Centres,MELODY NURSERY (MELODY GARDEN),SHOP 181 G/F MELODY GARDEN 2 WU CHUI ROAD TUEN MUN NEW TERRITORIES,113.96090573,22.37393521,814025.5,826098.9,CO-ED,A.M.,TUEN MUN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24045520,24301197,http://www.melody.edu.hk,NOT APPLICABLE
564761000112,Kindergarten-cum-child Care Centres,TIVOLI KINDERGARTEN,SHOP 21-25 1/F TSING YI SQUARE TSING YI GARDEN TSING YI NEW TERRITORIES,114.10559178,22.35383427,828925.6,823858.8,CO-ED,P.M.,KWAI TSING,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24322223,24361820,http://www.kindergarten.edu.hk,NOT APPLICABLE
565431000113,Kindergarten-cum-child Care Centres,HENG ON BAPTIST NURSERY SCHOOL,UNIT 1-5 HENG SING HOUSE HENG ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES,114.22889604,22.41764398,841615.2,830923.9,CO-ED,WHOLE DAY,SHA TIN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26428939,26334686,http://www.hobns.edu.hk,PROTESTANTISM / CHRISTIANITY
564761000113,Kindergarten-cum-child Care Centres,TIVOLI KINDERGARTEN,SHOP 21-25 1/F TSING YI SQUARE TSING YI GARDEN TSING YI NEW TERRITORIES,114.1055879,22.35383065,828925.2,823858.4,CO-ED,WHOLE DAY,KWAI TSING,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24322223,24361820,http://www.kindergarten.edu.hk,NOT APPLICABLE
564818000113,Kindergarten-cum-child Care Centres,ELCHK KIN MING NURSERY SCHOOL,WING B & C G/F MING SING HOUSE KIN MING ESTATE TSEUNG KWAN O NEW TERRITORIES,114.25020117,22.3067217,843823.5,818641.9,CO-ED,WHOLE DAY,SAI KUNG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,34285953,34285935,http://kmns.elchk.org.hk,PROTESTANTISM / CHRISTIANITY
564842000113,Kindergarten-cum-child Care Centres,ELCHK LING KUNG NURSERY SCHOOL,WING A G/F YEE KUI HOUSE TSING YI ESTATE TSING YI NEW TERRITORIES,114.10311822,22.35358843,828670.8,823831.7,CO-ED,WHOLE DAY,KWAI TSING,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24970600,24363239,http://lkns.elchk.org.hk,PROTESTANTISM / CHRISTIANITY
565679000112,Kindergarten-cum-child Care Centres,MELODY NURSERY (MELODY GARDEN),SHOP 181 G/F MELODY GARDEN 2 WU CHUI ROAD TUEN MUN NEW TERRITORIES,113.96096107,22.3739425,814031.2,826099.7,CO-ED,P.M.,TUEN MUN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24045520,24301197,http://www.melody.edu.hk,NOT APPLICABLE
565989000113,Kindergarten-cum-child Care Centres,CARITAS NURSERY SCHOOL - TA KWU LING,G/F CARITAS TA KWU LING CENTRE PING CHE ROAD TA KWU LING FANLING NEW TERRITORIES,,,,,CO-ED,WHOLE DAY,NORTH,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26743207,26744885,http://tklns.caritas.org.hk,CATHOLICISM
564630000111,Kindergarten-cum-child Care Centres,LAI KING RHENISH NURSERY,1/F BLOCK 5 YEUNG KING HOUSE LAI KING ESTATE KWAI CHUNG NEW TERRITORIES,114.12611366,22.34742127,831039.2,823147.8,CO-ED,A.M.,KWAI TSING,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,27421714,23108376,http://lkc.wd.rhenish.org,PROTESTANTISM / CHRISTIANITY
565962000113,Kindergarten-cum-child Care Centres,CARITAS NURSERY SCHOOL - LEI YUE MUN,G/F WING B & C LEI SANG HOUSE LEI YUE MUN ESTATE KWUN TONG KOWLOON,114.24054388,22.29441796,842829.0,817279.0,CO-ED,WHOLE DAY,KWUN TONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,22465002,22465001,http://lymns.caritas.org.hk,CATHOLICISM
565369000113,Kindergarten-cum-child Care Centres,GARDEN ESTATE BAPTIST NURSERY SCHOOL,ROOM 37 2/F LOTUS TOWER 2 GARDEN ESTATE 297 NGAU TAU KOK ROAD KWUN TONG KOWLOON,114.22007542,22.31556987,840719.1,819620.5,CO-ED,WHOLE DAY,KWUN TONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23454340,23452713,http://www.gebns.edu.hk,PROTESTANTISM / CHRISTIANITY
565679000113,Kindergarten-cum-child Care Centres,MELODY NURSERY (MELODY GARDEN),SHOP 181 G/F MELODY GARDEN 2 WU CHUI ROAD TUEN MUN NEW TERRITORIES,113.96092124,22.37395329,814027.1,826100.9,CO-ED,WHOLE DAY,TUEN MUN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24045520,24301197,http://www.melody.edu.hk,NOT APPLICABLE
567027000111,Kindergarten-cum-child Care Centres,MINK INTERNATIONAL PRE-SCHOOL,LEVEL 1 SUN HING GRADEN TAI PO NEW TERRITORIES,114.17307766,22.45387894,835877.2,834935.6,CO-ED,A.M.,TAI PO,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26654333,26639555,http://www.mink.edu.hk,NOT APPLICABLE
565954000113,Kindergarten-cum-child Care Centres,CARITAS NURSERY SCHOOL - KENNEDY TOWN,2/F OF BLOCK A 1/F (PORTION) M1/F (PORTION) & 2/F OF BLOCK B CARITAS SOCIAL CENTRE - KENNEDY TOWN 27 POKFIELD ROAD KENNEDY TOWN HONG KONG,114.12972229,22.28028799,831408.6,815713.7,CO-ED,WHOLE DAY,CENTRAL AND WESTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,28168008,28168009,http://ktns.caritas.org.hk,CATHOLICISM
566101000112,Kindergarten-cum-child Care Centres,BO BO NURSERY SCHOOL,P1012-1016 PODIUM SING FAI TERRACE TAIKOO WAN ROAD TAI KOO SHING HONG KONG,114.21963755,22.28644987,840674.9,816395.9,CO-ED,P.M.,EASTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,25689706,25681944,http://www.bobonursery.com.hk,NOT APPLICABLE
565946000113,Kindergarten-cum-child Care Centres,BUDDHIST CHI WAI DAY NURSERY,UNIT 3 G/F HON CHUNG HOUSE WAN HON ESTATE KWUN TONG KOWLOON,114.22346265,22.31831062,841068.0,819924.1,CO-ED,WHOLE DAY,KWUN TONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23456832,23895190,http://www.hkbuddhist.org/bcwdn,BUDDHISM
566012000113,Kindergarten-cum-child Care Centres,FIRST ASSEMBLY OF GOD CHURCH TIN CHAK NURSERY,G/F WING B & C CHAK SUN HOUSE TIN CHAK ESTATE TIN SHUI WAI NEW TERRITORIES,113.99805676,22.46896548,817864.2,836617.2,CO-ED,WHOLE DAY,YUEN LONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24863456,39044916,http://tcn.faog.org.hk,PROTESTANTISM / CHRISTIANITY
566101000113,Kindergarten-cum-child Care Centres,BO BO NURSERY SCHOOL,P1012-1016 PODIUM SING FAI TERRACE TAIKOO WAN ROAD TAI KOO SHING HONG KONG,114.2196327,22.286458,840674.4,816396.8,CO-ED,WHOLE DAY,EASTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,25689706,25681944,http://www.bobonursery.com.hk,NOT APPLICABLE
566012000111,Kindergarten-cum-child Care Centres,FIRST ASSEMBLY OF GOD CHURCH TIN CHAK NURSERY,G/F WING B & C CHAK SUN HOUSE TIN CHAK ESTATE TIN SHUI WAI NEW TERRITORIES,113.99806353,22.46898716,817864.9,836619.6,CO-ED,A.M.,YUEN LONG,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,24863456,39044916,http://tcn.faog.org.hk,PROTESTANTISM / CHRISTIANITY
566101000111,Kindergarten-cum-child Care Centres,BO BO NURSERY SCHOOL,P1012-1016 PODIUM SING FAI TERRACE TAIKOO WAN ROAD TAI KOO SHING HONG KONG,114.21964822,22.28642368,840676.0,816393.0,CO-ED,A.M.,EASTERN,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,25689706,25681944,http://www.bobonursery.com.hk,NOT APPLICABLE
567027000112,Kindergarten-cum-child Care Centres,MINK INTERNATIONAL PRE-SCHOOL,LEVEL 1 SUN HING GRADEN TAI PO NEW TERRITORIES,114.1731,22.45392861,835879.5,834941.1,CO-ED,P.M.,TAI PO,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,26654333,26639555,http://www.mink.edu.hk,NOT APPLICABLE
582794000111,Kindergarten-cum-child Care Centres,ZENITH KINDERGARTEN (KOWLOON TONG),"1/F. & KINDERGARTEN PLAY AREA ON G/F., NO.6 KENT ROAD, KOWLOON TONG, KOWLOON",114.17675788,22.33847811,836256.0,822156.6,CO-ED,A.M.,KOWLOON CITY,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23373818,23373323,http://www.zenith.edu.hk,NOT APPLICABLE
582794000113,Kindergarten-cum-child Care Centres,ZENITH KINDERGARTEN (KOWLOON TONG),"1/F. & KINDERGARTEN PLAY AREA ON G/F., NO.6 KENT ROAD, KOWLOON TONG, KOWLOON",114.17676467,22.33848714,836256.7,822157.6,CO-ED,WHOLE DAY,KOWLOON CITY,PRIVATE,KINDERGARTEN-CUM-CHILD CARE CENTRES,23373818,23373323,http://www.zenith.edu.hk,NOT APPLICABLE
