,Document_No,number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class,sentiment
792,792,5283,9/7/2022 23:18,"@WickedTcher @PatriotMalave67 @Lauria1960 @bdonesem @Holmez1922 @JanetFr11616397 @TeeJ2021 @trump4_america @popstryingagain @Cj74_11 @12LT3 @Amtru13 @know314 @StephenColburn8 @rdrhwke @18WheelerDrivr @Rob___1976 @DJT_1_2020 @starkrob21 @krassdiane @HSVreport @24MC45 Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,0,0,3,0,23322,15533,179461,8,south carolina,1,1,negative
793,793,5287,9/7/2022 23:19,"@twk4usa @Enoughofthisnon @Dailmamamoose @MichelleMaison7 @America1Scotty @45SRoady @MommaBearDonna @Shawn81984846 @Tiger_Mom19 @VuDeja4 @kapur1001 @KYShamrock721 @LuckieTrumpster @TRCreamer @MarkBut31368651 @cottika @archeryhunters @LionPride1776 @4524Bel Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,0,0,0,0,23322,15533,179461,8,south carolina,1,1,negative
794,794,5288,9/7/2022 23:20,"@justajarhead @BrittGlassxo @kellykreads @Kellyjk0909 @sophiesmomrocks @insatiablevine @ARservativeMom @Lisa23_100 @ChristyP1012 @Carolyn143413 @JKash000 @PatriotFox_Q17 @amandalaurenm @SicilianDiana @SaltyMom10 @UltraVi56935050 @mericanheart @ClapbackNow @DrTrumpYou1 @45gb3 Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,0,0,3,0,23322,15533,179461,8,south carolina,1,1,negative
795,795,5290,9/7/2022 23:20,"@SummersWave Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,0,1,1,0,23322,15533,179461,8,south carolina,1,1,negative
796,796,5291,9/7/2022 23:20,"@Pgh_Buz @ReallyKW @starkrob21 @MP4USA @BrianHPatriot76 @WenMaMa2 @PSwal807 @Lauria1960 @keith0sta @8_27J @Army_WO_Pilot @TJLakers01 @Dbargen @bdonesem @EricMMatheny @nealhailey @SrvG_d @elliesangelwing @Zegdie @Bree1914 @RnkSt7 @Ecomemory1 @TheGrayRider Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,4,3,11,0,23322,15533,179461,8,south carolina,1,1,negative
797,797,5296,9/7/2022 23:21,was monkeypox all just a gimmick? where did it go?,Twitter for iPhone,FALSE,TRUE,neymar commentary bot. @arsenal,3/5/2021 11:56,0,2,2,0,421,326,7282,0,44,1,1,neutral
798,798,5297,9/7/2022 23:21,"@8_27J @MarcelaErcia @masich_m @MP4USA @laura_7771 @nanavet3 @gramyc44 @Fran09637399 @DoraDallas6 @Jexyka_3 @CaP21B @cinarte1956 @BB_Scats @iv_inJ @Ecomemory1 @JJemiola @rdrhwke @baddaddee @RealWolf72 @PhillyFan1221 @KRSLUSA @JVER2ME @jeffrocks60 @Bell2024_ @texasrecks Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,4,0,10,0,23322,15533,179461,8,south carolina,1,1,negative
799,799,5302,9/7/2022 23:21,"@misfitnici @8_27J @MarcelaErcia @masich_m @MP4USA @laura_7771 @nanavet3 @gramyc44 @Fran09637399 @DoraDallas6 @Jexyka_3 @CaP21B @cinarte1956 @BB_Scats @iv_inJ @Ecomemory1 @JJemiola @rdrhwke @baddaddee @RealWolf72 @PhillyFan1221 @KRSLUSA @JVER2ME @jeffrocks60 @Bell2024_ @texasrecks Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,13,0,17,1,23322,15533,179461,8,south carolina,1,1,negative
800,800,5308,9/7/2022 23:22,"we all are getting mandatory butt plugs to stop the spread of monkeypox---if you want to keep your job and have access to shops, airports, etc anyway. sol brah is just ahead of the game _URL_",Twitter for iPhone,FALSE,FALSE,fly swim walk,2/8/2021 05:28,0,0,5,0,1736,2473,11245,7,None,1,1,negative
801,801,5317,9/7/2022 23:24,@benryanwriter The guy will want them all to test automatically positive so they can use one of their grifter friends that probably has medicine that treats so called monkey pox.,Twitter for iPhone,FALSE,TRUE,Utica College (Now University) Alum 2006 BS Bio. Blocking all doomer AJ Fans. Hard Cider Fan. Fan of Weather. Opinions and expressions are of my own.,21/5/2009 18:06,0,0,0,0,295,569,38472,10,New York,1,1,positive
802,802,5320,9/7/2022 23:25,@hodgetwins This virus only affects stupid people. Like Monkeypox.,Twitter Web App,FALSE,FALSE,Conservative. Truth-teller.,27/4/2022 00:05,0,0,0,0,7,28,1400,0,None,1,1,negative
803,803,5326,9/7/2022 23:26,"@justajarhead @kellykreads @UltraMAGATrish @wifeontheranch @amandalaurenm @cforse1500 @Cee4Trump @Lisa23_100 @ChristyP1012 @Jamie_TrumpGrl @Chopstress @45anm1 @NurseLadyJ1 @LadyladyHeidiAB @SicilianDiana @KymPeters16 @blondielocks74 @FitnessMamma @LibsAreSoDumb @UltraVi56935050 Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,3,0,9,0,23322,15533,179461,8,south carolina,1,1,negative
804,804,5328,9/7/2022 23:26,"@0Funky11 Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,3,0,4,0,23322,15533,179461,8,south carolina,1,1,negative
805,805,5332,9/7/2022 23:27,"@covid_parent Is it OK if the label says C19 Vax with ""Monkey Pox Fixeroo"" hand-written over it in marker ?",Twitter Web App,FALSE,FALSE,"Fighting the good fight in :Canada:Canukistan:Canada: :glowing_star: Au Naturel : means keep your immunity in good shape :glowing_star: :glowing_star: Vit C, Vit D3, NAC, Quercetin, Selenium, Zinc :glowing_star:",11/12/2015 18:19,1,2,14,0,2452,5001,34102,3,None,1,1,positive
806,806,5335,9/7/2022 23:28,"@USATRUMPMAN1 Monkeypox is being spread by the same nasty behavior that spread HIV. Wallowing all over each other &amp; unprotected sex. Since there's no vax for responsibility nothing will help that group of filthy ""let it all hang out"" nit wits! Dems can stick the vax where the sun don't shine!",Twitter Web App,FALSE,FALSE,"Tarheel born Mom, Mimi, RN, Patriot, Nerd, Metal Head & Trekkie. I follow back all patriots! #FJB #FDemocrats ** I DO NOT RESPOND TO DEMOCRAT TROLLS **",24/3/2021 14:39,0,0,1,0,3629,4991,40514,7,None,1,1,negative
807,807,5341,9/7/2022 23:29,"#bisexual #men are spreading #MonkeyPox to #Heterosexual #Women, who are spreading it to Heterosexual Men. just like what happened with #AIDS. the simple solution... don't have #sex with complete strangers or partners you know sleep around with others.",Twitter Web App,FALSE,FALSE,joe biden is unfit to be president.,19/6/2014 22:14,1,1,1,0,21,2,8898,0,None,1,1,positive
808,808,5349,9/7/2022 23:31,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,FALSE,FALSE,"Conservative, 9/11 family member, ULTRAMAGA,VOTER ID LAWS",3/9/2011 02:21,0,0,1,1,2306,2706,62249,2,"Brooklyn, NY",1,1,neutral
809,809,5360,9/7/2022 23:33,"@UniverseVery I don't have sex with gay men, so monkey pox won't happen. Also the shots have proved to be not effective. Your lord and savior originally said they were 96+% effective and you wouldn't catch the coof ever again yeah, that statement aged well. Turn off your Tv",Twitter for iPhone,FALSE,FALSE,None,16/10/2014 13:55,0,1,1,0,43,65,2295,4,None,1,1,positive
810,810,5372,9/7/2022 23:36,"Please, wear your mask, wash your hands and wear protection when having sex. Monkey Pox is spreading through NYC and it sounds absolutely hellish.  _URL_",Twitter for Android,FALSE,TRUE,"Acupuncturist, Astrologer, Intuitive, Available for Readings & Workshops. she/her  Co-host: @JupiterianStars",18/12/2010 19:45,3,4,10,0,17779,1496,264523,294,"Queens, NY",1,1,positive
811,811,5373,9/7/2022 23:36,"@bdonesem @Ecomemory1 @KRSLUSA @Pat300000 @WenMaMa2 @Gods_WarriorUSA @PositiveAbraham @bitemecommies @BrandonJohnM @Kendall_K22 @Carolyn143413 @Fran09637399 @mrbill0691 @know314 @baddaddee @1heartgirl @whoa_rob @Vibes7363 @B98Arnold @PalmDesertRat @oh_laa_laa Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,0,1,1,0,23322,15533,179461,8,south carolina,1,1,negative
812,812,5378,9/7/2022 23:36,"@45mx5 @_djtII @bitchbaby221 @BrianHPatriot76 @Conserv57869874 @Drealstudmuffin @FedUpJS @AND4TRUMP @AngieTrump3 @arielangel1063 @AwakenMaga @B98Arnold @baddaddee @BB_Scats @RebelPatriot11 @RyanPence16 @ScottDevroy1 @Smokers1Wipes @Snap1967Ginger @StarrAli001 @TGirl0017 Things that don't worry me: covid, monkey pox, sudden death, Ramsay Hunt syndrome... Things that do worry me: Gates, Schwab, Blair, WEF, money printing, global agendas to restrict our freedoms...  Democratic are destroying our nation :United_States: and controlling our lives",Twitter for iPad,FALSE,FALSE,"Conservatives, happily married, No DM, No train list, MAGA, Trump 2024, :tangerine:. God bless :folded_hands::red_heart: Jesus is Lord :red_heart:",11/3/2020 08:05,0,0,1,0,23322,15533,179461,8,south carolina,1,1,negative
813,813,5383,9/7/2022 23:37,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,FALSE,FALSE,None,27/8/2013 21:21,0,0,0,0,1,115,5489,0,None,1,1,neutral
814,814,5385,9/7/2022 23:37,"@UniverseVery How am I going to get monkey pox, when I don't rub it against random people for extended period of times? I had COVID, it was was cold symptoms. How would a vaccine help me out? Still can catch it, will get cold symptoms, so yeah.",Twitter for iPhone,FALSE,FALSE,None,16/10/2014 13:55,0,1,0,0,43,65,2295,4,None,1,1,negative
815,815,5387,9/7/2022 23:37,@cbcnewsbc So immune compromised gay men are getting monkey pox? Sounds like a covid vaxx side affect to me. No?,Twitter for iPhone,FALSE,FALSE,:unicorn::flying_saucer::alien: Living in Communist Canada. :Canada: Bullshit detector. :woman_detective_light_skin_tone:,5/5/2009 03:53,0,3,0,0,87,746,1479,0,Charlies Chocolate Factory,1,1,positive
816,816,5391,9/7/2022 23:38,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter for iPhone,FALSE,FALSE,"God Fearing, Gun Loving, Love of Country Conservative! #MAGA #TRUMP2020",24/3/2009 05:02,0,0,0,0,794,1196,104336,14,"Horizon City, TX USA",1,1,neutral
817,817,5393,9/7/2022 23:38,@USATRUMPMAN1 @FreeUs551 I wish he would take action &amp; tell the public the truth:  You're extremely unlikely to get monkey pox unless you're a male or female receiving anal or oral sex from an infected person. :collision::collision::collision:,Twitter for iPhone,FALSE,FALSE,Grew up on a cattle ranch & developed an ability to identify bullshit at an early age. Stray Goose loadmaster 66-68 NV looks like anyplace else in the dark.,9/5/2015 06:13,2,0,6,0,4368,4689,40247,2,A bunker in Orange Co. CA,1,1,negative
818,818,5415,9/7/2022 23:41,"@ZubyMusic Hold on they haven't released the ""new variant"" yet. We confirmed our first case in New Zealand just yesterday. Apparently our ministry of education is preparing for monkey pox lockdowns. Fuckers.",Twitter for iPhone,FALSE,FALSE,None,13/11/2019 10:22,0,0,0,0,40,186,2039,0,None,1,1,positive
819,819,5425,9/7/2022 23:44,So apparently mosquitoes are carrying monkey pox now,Twitter for iPhone,FALSE,FALSE,A series of randomness strung together by my brain,8/4/2009 17:29,0,0,0,0,998,570,87824,12,Gotham :Statue_of_Liberty:,1,1,neutral
820,820,5428,9/7/2022 23:44,"First case of Monkeypox in NZ, how long before the lies, endless propaganda, fake vaccine and tyranny starts all over again? How suspect, I never believe a word the media says. So over their scare mongering bollocks!!",Twitter Web App,FALSE,FALSE,Christian. Jesus follower. Painter.,18/10/2020 07:45,5,9,47,0,541,502,18123,8,New Zealand.,1,1,negative
821,821,5441,9/7/2022 23:47,UK Study Shows That More Than 50 Percent Of Individuals With Monkeypox Infections Typically Develop Neurological and Psychiatric Issues! - Thailand Medical News _URL_,Twitter Web App,FALSE,FALSE,"Global Healthcare venue for tracking & trending:fast-forward_button:Rx ,recalls, technology, studies, treatments, outbreaks, and more:growing_heart::pill::syringe::ambulance:",3/2/2019 00:33,0,0,0,0,1842,4985,124260,10,USA,1,1,positive
822,822,5449,9/7/2022 23:48,UK Study Shows That More Than 50 Percent Of Individuals With Monkeypox Infections Typically Develop Neurological and Psychiatric Issues! - Thailand Medical News _URL_,Twitter Web App,FALSE,FALSE,"Global Healthcare venue for tracking & trending:fast-forward_button:Rx ,recalls, technology, studies, treatments, outbreaks, and more:growing_heart::pill::syringe::ambulance:",3/2/2019 00:33,0,0,0,0,1842,4985,124260,10,USA,1,1,positive
823,823,5450,9/7/2022 23:48,@coffeecronin @reasonoverfear @AbbyNrgHealing #Monkeypox is feared to be one of the many deleterious side effects of the jab. You see how many folks are getting it? It's crazy! Then I heard the Paxlovid oral dose makes men lose their erection...:bone::eyes:,Twitter for Android,FALSE,FALSE,Class-A licensed semi-truck driver since 1999. Retired Bitcoin investor. Philosopher & Great Thinker of our time. A firm believer in curative powers of peppers.,22/3/2020 04:19,0,0,0,0,49,60,1894,1,"Portland, OR",1,1,positive
824,824,5456,9/7/2022 23:49,Oregon Health Authority issues warning to stop the spread of monkeypox _URL_ They say to stop the Monkey BidenObama pox. Stay away from teleprompters and ice cream eating Democrats...,Twitter for Android,FALSE,FALSE,long time Fireman.,5/9/2021 17:28,0,0,0,0,22,24,2432,0,None,1,1,negative
825,825,5459,9/7/2022 23:50,"@Demsrule1 @ACTBrigitte Make sure to wash your crotch with acetone, monkeypox is a thing now",Twitter Web App,FALSE,FALSE,None,20/1/2022 05:53,0,0,0,0,35,98,2591,0,None,1,1,positive
826,826,5479,9/7/2022 23:55,@EvilArthurFleck Masks make you unable to attract someone for sex so you wont get monkey pox. The new vax. Better than an accountants personality.,Twitter Web App,FALSE,FALSE,Not enjoying this country anymore.,21/9/2021 07:27,0,0,2,0,494,747,9097,1,Timaru,1,1,positive
827,827,5480,9/7/2022 23:55,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,FALSE,FALSE,None,3/1/2012 04:31,0,0,0,0,11,25,1270,0,None,1,1,neutral
828,828,5481,9/7/2022 23:55,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots via @WestJournalism _URL_",Twitter Web App,FALSE,FALSE,None,17/1/2012 02:29,0,0,0,0,202,149,35075,1,Texas,1,1,neutral
829,829,5483,9/7/2022 23:55,Brazy. Monkeypox is only afflicting black ppl? Aint nobody think this chemical warfare? Propaganda?,Twitter for iPhone,FALSE,TRUE,Protect Black Lives| Protect Black Women| Death B4 Dishonor| LLG:black_heart: LLJB LLNB LLAR:two_hearts:,11/4/2014 10:13,0,1,0,0,239,327,22512,0,Broward County,1,1,negative
830,830,5490,9/7/2022 23:57,"Monkeypox was discovered in a laboratory, west has been making and buying ""vaccines"" for several years, very disturbing _URL_",Twitter Web App,FALSE,FALSE,Just interested in all humans having a fair life,13/11/2018 04:07,0,0,0,0,31,88,9845,2,None,1,1,negative
831,831,5491,9/7/2022 23:57,"@ForPittsSake Marburg is listed at the top lethal pathogen. Covid -19 doesn't even rank. As for monkey pox, all current patients with such, received the covid jabs. Let that sink in.....",Twitter for Android,FALSE,FALSE,Can't silence the truth:man_shrugging:,31/3/2022 01:37,0,1,2,0,61,93,3187,6,None,1,1,negative
832,832,5493,9/7/2022 23:58,":police_car_light:Warning:police_car_light: Monkeypox hits NZ. Look out Monkey's  Dont forget your shot:syringe: &amp; mask up:face_with_medical_mask: But its ok, lockdowns will eliminate it :yawning_face:",Twitter for Android,FALSE,FALSE,"What I believed in two years ago has gone out the window, now questioning everything. was a proud kiwi but not sure now, still a good place to live but ....",8/8/2012 23:46,0,0,0,0,39,69,937,0,"Te Ika-a-Muai , Nu Tireni",1,1,positive
833,833,5499,13/7/2022 00:08,Monkeypox is looking like an std but remember where HIV REALLY came from-or if you don't know I suggest looking into it because history is about to repeat,Twitter for iPhone,FALSE,FALSE,La Fata Morgana:black_heart:,12/3/2022 01:15,0,0,1,0,146,483,2194,0,None,1,1,positive
834,834,5500,13/7/2022 00:11,"3 Months Before Outbreak, Wuhan Lab Assembled Monkeypox Genome Strains U... _URL_ via @YouTube",Twitter for iPad,FALSE,FALSE,None,12/10/2012 00:23,0,0,0,0,24,44,48569,0,"Atlanta, GA",1,1,neutral
835,835,5501,13/7/2022 00:14,@Mufasa_DeLeon @JDanielleBrown MoneyPox! It is the latest secret bioweapon that grows money out of skins of people infected! Yankees love it. Monkeys too! LMao.,Twitter Web App,FALSE,FALSE,"Average person, average life ＆ average desire Interest in People & Truth, elusive but possible When lies & conspiracies abound, seek facts No Fakes 打假",24/5/2020 02:21,0,1,1,0,35,63,3431,1,None,1,1,positive
836,836,5502,13/7/2022 00:29,"@jdgtranen Been thinking a lot about gay/bi/MSM and meningitis during the monkeypox outbreak. No one ever calls meningitis an STI, but outbreaks in this population are common for the same reasons that monkeypox is, and monkeypox's status as an STI is still quite ontologically contested.",Twitter Web App,FALSE,TRUE,"Assistant Prof @IBHH_UTMB. PhD. Ethnographer and STS guy. Socio-technical studies of infectious disease, digital health, & sexuality. DSA. Marxisms. Views=mine.",25/3/2009 17:23,0,1,4,0,3287,4997,46853,97,Switzerland:Switzerland:until July 29th,1,1,negative
837,837,5505,13/7/2022 01:36,"A primary school orgy? Nope. Contrary to what the #CDC would have you believe, #MonkeyPox is airborne.  But I bet the MonkeyPox school went through a ""let-her-rip"" period of COVID infections and reinfections that weakened all of their immune systems. _URL_",Twitter for iPad,FALSE,TRUE,"Ex NASA & DARPA technologist, & teacher turned serial entrepreneur (founder of _URL_ _URL_ MobiTV, WiseTeachers & MicroDisplay).",28/11/2008 01:04,1,0,1,0,914,486,9375,43,"Walnut Creek, CA",1,1,positive
838,838,5506,13/7/2022 01:37,they said monkeypox airborne now?! oh nah _URL_,Twitter for iPhone,FALSE,TRUE,Igbo :Nigeria: | Bay Area:round_pushpin:| Engineer :gear: | ΑΦΑ :gorilla:,17/10/2018 23:01,1,0,1,0,987,413,5221,0,"Oakland, CA",1,1,neutral
839,839,5507,13/7/2022 01:38,"@j_b_kennedy Because they no longer need it. They've moved on to moneypox and shutting down farms in the name of environmentalism, to help cause the planned food shortage. Covid is passè.",Twitter for Android,FALSE,FALSE,None,15/10/2014 12:42,0,1,3,0,34,108,305,2,"Nova Scotia, Canada",1,1,negative
840,840,5512,13/7/2022 02:29,@kprather88 And start making monkeypox tests widely available &amp; let people know it isn't a gay disease and is airborne,Twitter for iPhone,FALSE,FALSE,None,29/5/2020 02:26,0,0,0,0,180,550,8009,1,None,1,1,positive
841,841,5514,13/7/2022 02:54,Monkeypox……airborne?,Twitter for iPhone,FALSE,FALSE,"Ukraine has a President as bad-ass as Biden, vaccines and masks save lives, #prochoice, #climatechange, #endtheNRA, #BLM, from now on forever Dem",8/6/2016 18:22,0,0,1,0,817,1256,16618,1,United States,1,1,neutral
842,842,5516,13/7/2022 03:04,"1) Why is the @CDCgov removing any reference to airborne transmission of monkeypox? One by one references are being erased, with no explanation. @mehdihasanshow @carlzimmer _URL_",Twitter Web App,FALSE,FALSE,"Multimedia communications director @einsteinmed. I produce videos on science, health and people. Personal account: views are absolutely my own. #SciComm",7/9/2008 02:45,98,11,268,12,745,1929,4698,7,New York,1,1,neutral
843,843,5518,13/7/2022 03:22,"@sophielouisecc #Moneypox Gates fake vax for polio CAUSES polio, paralysis and death - sound familiar? _URL_",Twitter Web App,FALSE,FALSE,None,16/5/2019 14:10,0,0,0,0,17,33,2654,1,None,1,1,positive
844,844,5519,13/7/2022 03:34,"@jimdorf @WhiskeyMD247365 @LisaMarieBoothe 6 of 8 These doctors lied to protect their research and funding, they should all be in jail. Interesting note, The Wuhan Institute of Virology started doing research on monkeypox 4 or 5 months ago and now it's appears to be spreading all over the world. What a coincidence.",Twitter Web App,FALSE,FALSE,None,11/8/2017 23:13,0,0,0,0,5,26,2114,0,None,1,1,positive
845,845,5520,13/7/2022 03:47,"So apparently Twitter is now blocking any responses to C-19 posts that don't adhere to the official narrative, however factual. Should we be bracing ourselves for the monkeypox lockdown?",Twitter for iPad,FALSE,TRUE,"""All I know is just what I read in the papers, and that's an alibi for my ignorance."" -- Will Rogers",29/5/2008 20:52,0,0,2,0,2629,3194,51985,173,Austin TX,1,1,positive
846,846,5521,13/7/2022 04:08,Oh cool monkeypox is airborne as well rad cool im so glad we've had recent experience of dealing with airborne illness I'm sure we won't fuck this up - Episode 100 Monkeypox: Here we go again? – This Podcast Will Kill You - _URL_,Twidere for Android,FALSE,FALSE,zoom zoom,28/1/2010 04:23,0,0,2,0,216,827,28119,11,None,1,1,positive
847,847,5522,13/7/2022 04:36,"@alberto_roman83 @CDCgov @MehdiHasanShow @carlzimmer Yes, thanks.  Interestingly in February 2022, WHO's ""Transmission-based precautions for the prevention and control of infections"" cited monkeypox + smallpox as ""examples of pathogens that spread via airborne transmission."" _URL_",Twitter Web App,FALSE,FALSE,"Multimedia communications director @einsteinmed. I produce videos on science, health and people. Personal account: views are absolutely my own. #SciComm",7/9/2008 02:45,3,2,24,2,745,1929,4698,7,New York,1,1,positive
848,848,5523,13/7/2022 04:38,@SuperTruckerTom @MattDeb5 @MeetJess @KatePri14608408 Monkeypox is NOT an STI it just happens that this outbreak when it started a while back was picked up at an STI clinic. It is spread amongst anyone who touches the pox or anything the pox have touched . It is also airborne,Twitter Web App,FALSE,FALSE,"Candidate for prime minister of Canada Microbiologist, educator",17/8/2021 21:43,0,0,0,0,242,218,12446,4,None,1,1,neutral
849,849,5524,13/7/2022 04:42,"@TomFitton Because it's an Election Year! Let's push COVID and Monkeypox and let's all lockdown so we can't get to the polls! Hey, it worked great in 2020!",Twitter Web App,FALSE,FALSE,"Catholic mom, Grandma, & Pediatric Nurse Practitioner for over 40 yrs. Army mom. Just here to do as God asked: to be a candle in the darkness. :folded_hands_light_skin_tone::candle::latin_cross::United_States::red_heart:",7/2/2019 03:43,1,1,4,0,18,69,540,0,None,1,1,positive
850,850,5525,13/7/2022 05:01,"5) Let's add WHO's ""Transmission-based precautions for the prevention and control of infections"" to this list. #Monkeypox as an example of an airborne pathogen was removed.  _URL_ _URL_",Twitter Web App,FALSE,FALSE,"Multimedia communications director @einsteinmed. I produce videos on science, health and people. Personal account: views are absolutely my own. #SciComm",7/9/2008 02:45,11,2,35,5,745,1929,4698,7,New York,1,1,neutral
851,851,5526,13/7/2022 05:03,@BlackTomThePir8 @TheoFleury14 The monkeypox bullshit is not working.. no body cares.. try again,Twitter Web App,FALSE,FALSE,Proud Canadienne du Québec!  Pop Eng - Mama Fr Mes parents made LoVe not WaR,13/4/2021 10:57,0,0,1,0,1169,403,17836,1,None,1,1,neutral
852,852,5527,13/7/2022 05:09,@sleepyknave @CDCgov @MehdiHasanShow @carlzimmer Ugh. I can't keep up. WHO changed their guidance and removed monkeypox as an airborne pathogen.  _URL_,Twitter Web App,FALSE,FALSE,"Multimedia communications director @einsteinmed. I produce videos on science, health and people. Personal account: views are absolutely my own. #SciComm",7/9/2008 02:45,0,1,3,0,745,1929,4698,7,New York,1,1,neutral
853,853,5528,13/7/2022 06:37,Monkeypox (MPX) can be considered as an STI. We are closely monitoring the situation and we will do our best to update the community. Visit our website to download the Monkeypox information booklet in official languages: _URL_ _URL_,Twitter Web App,TRUE,TRUE,"Formed in 1988, we are on a mission to end HIV transmission and AIDS in Singapore by 2030. Find out how you can be a part of this today!",1/7/2014 07:42,1,1,0,0,756,237,2348,8,Singapore,1,1,positive
854,854,5533,13/7/2022 09:45,Than why hasn't the @who announce #monkeypox officially as a pandemic yet? Not surprising that the same corrupt failed institution that dragged its feet on #sars2 being airborne and rebranded it as a garden variety cold is also making the same mistake with #monkeypox. _URL_,Twitter for iPhone,FALSE,FALSE,"Surviving the dystopian reality of uncontrolled rampage of emerging diseases, financial collapse, world war, hunger, climate catastrophe | Optimist :globe_showing_Americas:",20/8/2020 17:13,1,0,5,0,2074,1040,27058,22,Plague Swamp,1,1,negative
855,855,5534,13/7/2022 09:48,"@malew51 @GlenGirl2 But personally I think monkeypox will be a game changer, it has done double the work covid did in the same time period. And they are only just admitting that it may not be an std… when people realise it's airborne we may even see a mask or two.",Twitter for iPhone,FALSE,FALSE,None,31/10/2007 00:56,0,1,3,0,28,267,566,3,"Bangkok, London, Isle of Man",1,1,negative
